Viewer_ID,Month_Year,Age_Group,Gender,Region,Channel_Watched,Anchor_Name,News_Category,Consumption_Frequency,News_Verdict,TRP_Score,Sensationalism_Score,Fake_Units_Consumed,Authentic_Units_Consumed,Sentiment_Score,Trust_Score,Knowledge_Accuracy_Pct
VWR1518,May-2022,41-60,Male,North,NDTV,Ravish Kumar,Crime,Daily,Authentic,6.5,3.9,0,5,5.0,8.3,89.6
VWR1519,Jul-2024,60+,Female,South,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Authentic,8.5,8.0,0,6,3.71,6.6,86.1
VWR1520,Dec-2025,60+,Male,Central,NDTV,Ravish Kumar,Politics,Daily,Fake,4.5,4.8,7,1,-1.34,4.8,49.7
VWR1521,Aug-2024,60+,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.0,10.0,5,0,-2.35,3.6,48.9
VWR1522,Oct-2024,41-60,Male,South,NDTV,Ravish Kumar,Politics,Occasional,Authentic,5.8,3.8,0,8,5.0,9.1,82.8
VWR1523,Oct-2022,18-25,Female,East,Times Now,Rahul Shivshankar,Health,Daily,Fake,7.0,8.5,9,1,-3.4,3.8,26.5
VWR1524,Jul-2024,26-40,Male,West,Republic TV,Arnab Goswami,Politics,Weekly,Authentic,8.9,9.0,1,7,2.94,6.2,81.9
VWR1525,Mar-2024,41-60,Female,South,Times Now,Navika Kumar,Politics,Occasional,Authentic,8.0,6.2,0,7,3.89,7.1,88.2
VWR1526,Jun-2023,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Authentic,9.0,8.8,0,6,3.95,6.2,83.8
VWR1527,May-2022,41-60,Male,East,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Misleading,8.2,9.1,1,3,1.84,5.2,77.2
VWR1528,May-2023,41-60,Male,East,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,7.9,8.5,5,1,-0.33,4.2,52.5
VWR1529,Nov-2022,26-40,Male,West,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.3,5.4,0,4,3.22,7.1,75.6
VWR1530,May-2022,60+,Female,Central,Times Now,Navika Kumar,Economy,Daily,Authentic,7.1,7.0,1,4,1.55,5.7,80.3
VWR1531,Feb-2025,26-40,Female,South,Aaj Tak,Anjana Om Kashyap,Economy,Weekly,Authentic,8.9,8.0,1,6,3.06,5.8,72.6
VWR1532,Dec-2025,26-40,Male,North,News18,Amish Devgan,Politics,Daily,Authentic,6.7,7.9,1,3,2.34,5.0,77.1
VWR1533,Jan-2025,60+,Male,Central,News18,Amish Devgan,Health,Daily,Authentic,7.3,8.2,1,5,0.86,6.2,85.5
VWR1534,Sep-2023,26-40,Female,South,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Authentic,9.7,8.9,0,9,4.77,7.0,98.7
VWR1535,Dec-2023,18-25,Female,East,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.9,8.1,8,1,-2.54,3.2,40.7
VWR1536,Jun-2024,26-40,Female,East,Republic TV,Arnab Goswami,Politics,Occasional,Authentic,9.2,8.5,0,9,5.0,8.7,100.0
VWR1537,Apr-2023,41-60,Female,East,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,8.6,9.2,0,3,1.72,4.9,83.9
VWR1538,May-2025,41-60,Male,North,News18,Amish Devgan,Crime,Weekly,Misleading,6.8,6.6,1,1,0.12,5.9,70.4
VWR1539,Oct-2023,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Authentic,9.3,7.9,1,6,3.06,6.0,91.7
VWR1540,Feb-2022,41-60,Male,West,Times Now,Navika Kumar,Health,Daily,Authentic,6.9,6.3,0,4,2.06,6.1,66.4
VWR1541,Jul-2023,26-40,Male,East,News18,Amish Devgan,Crime,Daily,Authentic,7.0,6.7,0,3,3.05,6.8,76.6
VWR1542,Jan-2025,41-60,Female,South,Republic TV,Arnab Goswami,Health,Daily,Misleading,9.2,9.1,2,3,0.98,5.7,67.1
VWR1543,Feb-2022,60+,Female,North,Times Now,Navika Kumar,Politics,Weekly,Misleading,6.9,6.6,1,3,3.18,6.9,72.7
VWR1544,Nov-2022,18-25,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,8.0,9.5,0,3,0.39,6.4,82.7
VWR1545,Sep-2024,18-25,Male,South,NDTV,Ravish Kumar,Politics,Occasional,Authentic,6.0,3.2,1,3,2.39,7.4,72.5
VWR1546,Sep-2022,60+,Male,South,Times Now,Navika Kumar,Crime,Weekly,Fake,7.2,5.5,4,1,0.24,5.6,53.2
VWR1547,Jan-2024,41-60,Male,Central,Zee News/WION,Palki Sharma,Health,Occasional,Authentic,6.8,5.9,0,4,4.03,6.9,82.7
VWR1548,Jun-2022,60+,Female,West,Times Now,Navika Kumar,Health,Daily,Authentic,6.9,6.1,1,8,4.95,8.9,76.9
VWR1549,Nov-2022,60+,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.8,9.5,0,4,1.64,5.2,91.4
VWR1550,Mar-2024,26-40,Female,East,News18,Amish Devgan,Health,Daily,Fake,6.6,7.9,4,0,-1.66,4.6,48.2
VWR1551,Aug-2022,41-60,Male,North,NDTV,Ravish Kumar,Economy,Daily,Authentic,6.7,3.7,1,9,3.47,8.4,100.0
VWR1552,Sep-2025,26-40,Female,Central,News18,Amish Devgan,Crime,Occasional,Fake,6.1,8.4,8,0,-3.54,3.1,26.2
VWR1553,Jul-2024,18-25,Female,South,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.7,5.4,1,6,4.5,6.5,74.7
VWR1554,Mar-2024,41-60,Male,North,NDTV,Ravish Kumar,Health,Daily,Authentic,6.0,2.8,1,6,4.1,8.7,80.2
VWR1555,Aug-2025,26-40,Male,South,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,8.3,10.0,0,5,3.21,7.4,82.8
VWR1556,May-2025,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Economy,Daily,Fake,8.9,9.0,7,0,-2.71,2.7,32.9
VWR1557,Nov-2025,26-40,Female,Central,News18,Amish Devgan,Crime,Occasional,Fake,7.6,7.4,6,0,-2.53,3.7,34.6
VWR1558,May-2022,26-40,Female,North,Times Now,Rahul Shivshankar,Politics,Weekly,Authentic,6.4,8.0,1,7,1.55,7.7,88.5
VWR1559,Mar-2023,18-25,Female,Central,Zee News/WION,Palki Sharma,Politics,Weekly,Fake,6.8,5.2,7,0,-1.32,4.5,48.6
VWR1560,Feb-2022,26-40,Male,North,NDTV,Ravish Kumar,Politics,Daily,Authentic,4.6,3.8,1,9,5.0,10.0,100.0
VWR1561,Mar-2023,18-25,Female,North,Times Now,Rahul Shivshankar,Economy,Occasional,Misleading,7.0,9.2,3,1,-1.54,4.6,54.2
VWR1562,Jul-2024,18-25,Male,West,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Misleading,9.5,8.6,1,2,1.43,6.0,59.4
VWR1563,Aug-2023,60+,Female,West,Zee News/WION,Palki Sharma,Crime,Daily,Fake,6.2,4.7,9,1,-2.78,3.0,30.4
VWR1564,Mar-2022,18-25,Male,East,Aaj Tak,Anjana Om Kashyap,Economy,Daily,Misleading,8.1,8.9,4,3,0.92,4.8,73.2
VWR1565,Jun-2025,26-40,Female,East,Zee News/WION,Palki Sharma,Politics,Occasional,Authentic,6.4,5.9,1,6,3.85,6.7,90.2
VWR1566,Mar-2025,26-40,Male,West,Times Now,Rahul Shivshankar,Crime,Weekly,Misleading,8.5,6.0,3,1,0.48,5.2,59.6
VWR1567,Oct-2022,41-60,Male,West,News18,Amish Devgan,Crime,Weekly,Authentic,6.1,5.9,0,8,5.0,8.6,89.3
VWR1568,Feb-2024,18-25,Male,Central,Republic TV,Arnab Goswami,Crime,Daily,Fake,8.7,9.0,8,1,-3.87,3.0,43.8
VWR1569,Oct-2022,41-60,Female,East,News18,Amish Devgan,Politics,Daily,Authentic,7.7,6.2,0,3,3.15,6.2,93.6
VWR1570,Apr-2025,41-60,Female,Central,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,8.4,6.9,3,0,-0.55,5.7,51.9
VWR1571,Jan-2023,18-25,Female,Central,Times Now,Navika Kumar,Crime,Weekly,Authentic,7.1,7.2,0,7,3.45,8.3,73.7
VWR1572,Sep-2023,26-40,Male,North,Republic TV,Arnab Goswami,Economy,Weekly,Fake,8.6,8.8,7,0,-3.64,2.2,28.8
VWR1573,Oct-2024,60+,Female,West,Zee News/WION,Palki Sharma,Politics,Weekly,Authentic,7.5,3.9,1,7,3.41,9.0,86.0
VWR1574,Aug-2025,41-60,Female,South,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,7.3,5.1,0,6,5.0,8.1,84.8
VWR1575,Aug-2024,41-60,Male,South,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Misleading,9.0,9.5,3,1,0.98,4.4,67.4
VWR1576,Sep-2022,18-25,Male,East,Republic TV,Arnab Goswami,Health,Occasional,Misleading,8.8,8.1,4,2,0.5,5.9,51.3
VWR1577,Jun-2024,26-40,Male,North,Republic TV,Arnab Goswami,Politics,Occasional,Fake,9.2,10.0,6,0,-2.5,3.1,39.6
VWR1578,Jan-2022,26-40,Male,East,News18,Amish Devgan,Economy,Daily,Authentic,6.9,8.2,1,3,1.61,6.3,66.3
VWR1579,Dec-2022,18-25,Male,West,News18,Amish Devgan,Politics,Daily,Misleading,7.2,8.3,1,3,1.41,5.9,77.7
VWR1580,Aug-2025,26-40,Female,North,Times Now,Navika Kumar,Economy,Weekly,Misleading,7.9,7.8,2,3,0.4,5.8,60.6
VWR1581,Nov-2024,41-60,Male,South,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,9.1,10.0,4,0,-0.14,2.9,47.1
VWR1582,Dec-2023,26-40,Female,Central,Times Now,Rahul Shivshankar,Health,Weekly,Fake,7.0,6.9,5,1,-2.01,6.4,36.3
VWR1583,Apr-2025,41-60,Female,South,Times Now,Navika Kumar,Politics,Occasional,Fake,7.9,6.9,4,0,-1.76,2.4,44.8
VWR1584,Sep-2025,41-60,Female,South,Times Now,Navika Kumar,Health,Weekly,Authentic,7.4,6.5,0,6,3.74,7.0,99.3
VWR1585,Oct-2022,26-40,Female,South,NDTV,Ravish Kumar,Politics,Weekly,Fake,6.1,3.5,6,0,-1.59,4.9,55.2
VWR1586,Nov-2025,41-60,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.9,10.0,3,0,-0.67,4.4,58.4
VWR1587,Dec-2023,18-25,Female,East,News18,Amish Devgan,Politics,Daily,Authentic,6.4,6.4,1,5,2.38,6.0,82.0
VWR1588,May-2025,41-60,Male,West,Times Now,Rahul Shivshankar,Economy,Daily,Authentic,7.5,6.5,1,4,0.86,6.6,70.0
VWR1589,Jun-2023,18-25,Female,South,Times Now,Rahul Shivshankar,Health,Occasional,Authentic,7.2,8.3,1,8,3.7,7.8,90.6
VWR1590,Aug-2022,18-25,Female,West,News18,Amish Devgan,Crime,Daily,Fake,6.2,8.3,5,1,-1.59,3.3,49.8
VWR1591,Oct-2025,41-60,Female,East,News18,Amish Devgan,Crime,Daily,Misleading,7.2,7.2,2,2,0.66,5.5,64.1
VWR1592,Jul-2025,26-40,Female,South,NDTV,Ravish Kumar,Politics,Occasional,Misleading,7.1,4.2,1,2,1.8,6.8,74.5
VWR1593,Jan-2023,60+,Male,East,Republic TV,Arnab Goswami,Health,Weekly,Authentic,8.3,9.8,0,5,2.51,5.7,75.0
VWR1594,Apr-2023,26-40,Male,West,Republic TV,Arnab Goswami,Health,Weekly,Misleading,9.2,10.0,4,2,-1.86,4.1,76.5
VWR1595,Feb-2023,26-40,Female,East,News18,Amish Devgan,Health,Daily,Fake,7.3,7.6,3,0,0.5,4.3,66.0
VWR1596,Sep-2022,26-40,Male,North,Times Now,Navika Kumar,Crime,Occasional,Authentic,7.3,7.6,0,6,4.8,7.8,79.5
VWR1597,Sep-2022,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Economy,Daily,Fake,8.6,10.0,3,1,0.42,4.4,57.4
VWR1598,May-2022,26-40,Male,South,Republic TV,Arnab Goswami,Economy,Daily,Fake,8.6,10.0,6,1,-3.3,3.2,39.7
VWR1599,Nov-2025,41-60,Female,South,Republic TV,Arnab Goswami,Crime,Daily,Fake,9.3,9.5,9,1,-3.58,2.8,37.6
VWR1600,Nov-2022,41-60,Male,East,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.4,4.1,0,4,3.14,7.5,78.3
VWR1601,Jul-2023,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,7.6,8.5,7,0,-3.43,4.2,21.9
VWR1602,Feb-2025,60+,Female,West,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Authentic,9.3,10.0,0,7,2.91,6.9,82.1
VWR1603,Oct-2022,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,9.2,8.9,8,1,-1.18,3.1,47.1
VWR1604,Apr-2023,41-60,Male,South,Times Now,Rahul Shivshankar,Politics,Weekly,Misleading,7.5,7.0,1,2,1.25,6.2,66.2
VWR1605,May-2024,26-40,Male,East,Republic TV,Arnab Goswami,Crime,Daily,Authentic,9.3,8.8,1,8,3.05,8.4,87.2
VWR1606,May-2022,41-60,Male,North,Times Now,Navika Kumar,Crime,Daily,Fake,7.7,7.7,9,0,-3.88,2.6,34.4
VWR1607,Jun-2023,26-40,Male,Central,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.3,10.0,6,1,-1.74,3.9,52.0
VWR1608,Jun-2025,60+,Male,North,Zee News/WION,Palki Sharma,Politics,Occasional,Misleading,7.0,4.6,2,1,0.82,6.5,59.8
VWR1609,Jun-2025,41-60,Female,South,Aaj Tak,Anjana Om Kashyap,Health,Occasional,Fake,8.6,9.3,9,1,-3.66,2.6,15.2
VWR1610,Aug-2025,60+,Male,West,Times Now,Navika Kumar,Crime,Occasional,Authentic,7.9,5.6,1,7,4.78,7.4,79.1
VWR1611,Nov-2024,41-60,Other,East,NDTV,Ravish Kumar,Politics,Weekly,Authentic,6.0,3.6,0,8,4.62,9.7,75.8
VWR1612,Dec-2024,60+,Male,South,News18,Amish Devgan,Politics,Weekly,Fake,7.1,7.9,5,1,-1.24,4.5,37.3
VWR1613,Oct-2023,41-60,Male,South,Times Now,Navika Kumar,Economy,Weekly,Fake,6.6,8.2,7,1,-3.05,4.7,41.1
VWR1614,Dec-2023,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Authentic,8.8,8.2,0,5,2.49,7.4,82.9
VWR1615,Dec-2022,26-40,Female,Central,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,8.3,7.8,4,0,0.14,4.5,59.2
VWR1616,Mar-2025,26-40,Male,Central,News18,Amish Devgan,Economy,Weekly,Fake,6.7,6.8,5,0,-1.68,3.9,44.7
VWR1617,Dec-2022,18-25,Female,South,NDTV,Ravish Kumar,Politics,Daily,Fake,5.4,2.4,3,0,-0.48,7.8,46.0
VWR1618,Nov-2024,26-40,Female,Central,News18,Amish Devgan,Economy,Daily,Fake,6.5,8.6,4,0,-1.51,3.6,58.6
VWR1619,Jul-2023,26-40,Male,North,Times Now,Navika Kumar,Politics,Weekly,Fake,8.3,8.0,5,0,-2.82,4.5,59.0
VWR1620,Jan-2025,26-40,Female,North,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,7.2,5.3,3,1,0.07,4.5,63.8
VWR1621,Feb-2023,60+,Male,West,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,8.5,8.2,1,9,3.82,8.7,92.0
VWR1622,Nov-2023,60+,Male,North,Republic TV,Arnab Goswami,Politics,Daily,Authentic,8.6,9.6,0,5,3.24,4.7,80.0
VWR1623,Apr-2025,18-25,Female,North,Times Now,Navika Kumar,Crime,Occasional,Fake,7.2,6.7,4,1,0.96,4.7,43.0
VWR1624,Oct-2023,26-40,Female,North,NDTV,Ravish Kumar,Health,Daily,Fake,5.2,3.2,4,1,-0.03,5.4,46.2
VWR1625,Nov-2025,26-40,Female,South,Aaj Tak,Anjana Om Kashyap,Health,Daily,Misleading,8.4,8.6,2,2,0.07,6.1,60.4
VWR1626,Dec-2025,26-40,Female,West,News18,Amish Devgan,Crime,Occasional,Authentic,6.5,6.3,0,4,3.11,6.5,68.4
VWR1627,Nov-2022,41-60,Female,East,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,9.3,9.0,7,0,-1.96,3.5,34.3
VWR1628,Feb-2022,26-40,Female,North,Times Now,Navika Kumar,Politics,Daily,Authentic,7.0,6.8,1,3,2.35,6.5,69.2
VWR1629,Oct-2022,26-40,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.7,10.0,1,3,1.19,4.1,81.7
VWR1630,Jul-2025,41-60,Female,Central,Times Now,Rahul Shivshankar,Crime,Daily,Misleading,7.8,7.3,3,2,-1.36,6.0,47.0
VWR1631,May-2022,41-60,Female,West,Zee News/WION,Palki Sharma,Politics,Daily,Fake,7.7,4.9,8,0,-2.92,4.3,34.4
VWR1632,Jun-2024,18-25,Male,South,Times Now,Rahul Shivshankar,Health,Daily,Authentic,6.8,6.5,0,7,4.97,8.9,78.6
VWR1633,Sep-2023,41-60,Male,Central,News18,Amish Devgan,Crime,Daily,Authentic,7.6,7.6,0,7,4.9,7.9,73.9
VWR1634,Sep-2024,26-40,Male,West,Zee News/WION,Palki Sharma,Politics,Weekly,Misleading,7.1,5.6,1,3,3.23,6.2,67.5
VWR1635,Jan-2024,26-40,Female,North,NDTV,Ravish Kumar,Crime,Weekly,Misleading,5.3,2.6,1,2,1.79,7.3,68.2
VWR1636,Oct-2025,18-25,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Fake,9.2,8.9,8,1,-3.55,3.0,46.7
VWR1637,Nov-2025,26-40,Female,North,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,7.7,7.4,1,6,3.07,7.5,79.8
VWR1638,Jul-2022,26-40,Male,West,Republic TV,Arnab Goswami,Health,Daily,Authentic,9.1,8.9,0,7,4.44,7.5,85.2
VWR1639,Apr-2025,26-40,Female,North,NDTV,Ravish Kumar,Crime,Occasional,Authentic,5.4,3.0,0,3,3.04,7.4,69.9
VWR1640,Apr-2024,41-60,Male,East,NDTV,Ravish Kumar,Politics,Daily,Misleading,5.4,3.7,2,3,2.43,7.8,63.4
VWR1641,Apr-2023,41-60,Female,North,Times Now,Navika Kumar,Health,Occasional,Misleading,8.2,5.9,3,2,0.26,6.1,31.8
VWR1642,Sep-2025,18-25,Female,Central,Zee News/WION,Palki Sharma,Politics,Daily,Fake,6.5,5.3,6,0,-2.42,5.1,34.4
VWR1643,Jan-2025,18-25,Female,South,Times Now,Navika Kumar,Health,Occasional,Fake,7.6,6.1,8,1,-1.78,4.5,42.9
VWR1644,Mar-2022,41-60,Female,Central,News18,Amish Devgan,Crime,Daily,Authentic,6.6,8.4,0,3,2.42,6.5,55.9
VWR1645,Sep-2025,18-25,Female,Central,Republic TV,Arnab Goswami,Crime,Daily,Fake,8.8,10.0,9,0,-3.85,1.6,25.7
VWR1646,Jul-2023,60+,Male,North,Zee News/WION,Palki Sharma,Economy,Weekly,Fake,7.0,4.3,5,0,-1.28,5.4,42.7
VWR1647,Dec-2022,41-60,Male,South,Republic TV,Arnab Goswami,Health,Weekly,Fake,8.5,9.9,7,1,-2.24,3.8,46.2
VWR1648,Jul-2023,26-40,Female,North,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,6.3,4.4,3,3,0.47,7.4,64.4
VWR1649,Nov-2022,18-25,Male,Central,Zee News/WION,Palki Sharma,Politics,Occasional,Fake,6.5,5.8,5,1,-1.68,5.8,51.9
VWR1650,Mar-2022,18-25,Male,East,News18,Amish Devgan,Economy,Daily,Authentic,7.1,6.5,1,5,3.65,6.4,72.5
VWR1651,Feb-2022,18-25,Female,North,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.1,9.9,7,0,-3.39,4.2,22.9
VWR1652,Oct-2025,18-25,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,8.9,8.1,8,1,-3.27,4.7,32.3
VWR1653,Feb-2024,41-60,Male,South,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Fake,9.0,8.6,4,0,-2.16,3.4,47.9
VWR1654,Oct-2023,18-25,Female,Central,Times Now,Rahul Shivshankar,Crime,Occasional,Fake,7.9,6.4,6,0,-1.44,4.1,50.3
VWR1655,May-2023,26-40,Male,West,Republic TV,Arnab Goswami,Health,Daily,Misleading,8.7,10.0,2,1,1.34,4.8,49.1
VWR1656,Oct-2024,26-40,Male,West,NDTV,Ravish Kumar,Health,Daily,Misleading,5.7,2.8,4,2,1.13,6.1,72.7
VWR1657,Mar-2023,26-40,Male,South,Times Now,Navika Kumar,Health,Weekly,Authentic,7.8,7.2,0,6,3.4,7.7,87.4
VWR1658,Dec-2022,18-25,Female,North,Aaj Tak,Anjana Om Kashyap,Health,Daily,Fake,9.1,8.5,7,0,-1.94,3.4,30.9
VWR1659,Apr-2023,18-25,Female,Central,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,6.8,7.1,0,8,4.97,8.8,86.5
VWR1660,Apr-2023,18-25,Female,North,Times Now,Rahul Shivshankar,Crime,Daily,Fake,7.7,7.3,5,1,-1.61,4.8,47.2
VWR1661,Mar-2025,41-60,Male,Central,News18,Amish Devgan,Crime,Daily,Fake,6.0,6.9,9,1,-2.36,2.2,32.0
VWR1662,Jun-2022,26-40,Female,South,Times Now,Navika Kumar,Health,Daily,Authentic,7.2,7.0,0,4,2.76,7.4,79.1
VWR1663,Oct-2025,41-60,Female,North,NDTV,Ravish Kumar,Economy,Daily,Authentic,6.7,4.7,0,8,4.01,9.6,98.1
VWR1664,Aug-2022,26-40,Female,West,Times Now,Navika Kumar,Politics,Weekly,Fake,6.7,6.2,8,1,-2.94,4.1,31.2
VWR1665,Jan-2024,26-40,Female,Central,NDTV,Ravish Kumar,Politics,Weekly,Authentic,5.4,4.4,1,4,3.3,7.5,75.9
VWR1666,Jul-2023,26-40,Male,Central,Zee News/WION,Palki Sharma,Economy,Daily,Misleading,6.9,6.2,4,1,-1.06,5.2,49.8
VWR1667,Jul-2023,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,7.9,8.1,1,8,2.43,6.9,100.0
VWR1668,Dec-2022,26-40,Male,North,NDTV,Ravish Kumar,Politics,Daily,Misleading,5.5,2.3,3,2,2.47,8.8,45.5
VWR1669,Sep-2022,18-25,Male,East,Republic TV,Arnab Goswami,Health,Daily,Misleading,9.5,9.7,2,2,2.76,4.2,81.2
VWR1670,May-2025,26-40,Female,East,Zee News/WION,Palki Sharma,Economy,Weekly,Authentic,6.2,4.6,0,9,5.0,9.7,89.4
VWR1671,May-2024,26-40,Female,West,Times Now,Rahul Shivshankar,Health,Occasional,Fake,7.4,8.7,4,1,-1.49,4.9,43.8
VWR1672,Mar-2024,26-40,Female,North,NDTV,Ravish Kumar,Health,Weekly,Authentic,6.2,3.5,1,7,3.32,8.3,83.1
VWR1673,May-2022,41-60,Male,Central,Zee News/WION,Palki Sharma,Politics,Weekly,Fake,6.7,4.4,8,0,-3.44,3.8,34.7
VWR1674,Feb-2024,26-40,Male,East,Zee News/WION,Palki Sharma,Economy,Daily,Fake,6.6,4.1,9,1,-4.04,4.5,29.6
VWR1675,Jun-2024,41-60,Male,West,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,6.3,5.9,1,9,3.78,8.9,97.3
VWR1676,Feb-2023,26-40,Male,East,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Authentic,8.9,8.3,0,6,3.54,7.1,82.4
VWR1677,Sep-2024,41-60,Male,South,Republic TV,Arnab Goswami,Politics,Occasional,Fake,9.1,9.5,5,0,-3.41,4.7,39.9
VWR1678,Nov-2024,41-60,Female,Central,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.7,8.0,0,4,1.53,6.0,71.6
VWR1679,Nov-2022,26-40,Male,East,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,8.5,8.4,1,4,2.24,5.6,85.1
VWR1680,Apr-2022,41-60,Other,West,News18,Amish Devgan,Politics,Weekly,Fake,6.9,7.5,8,1,-3.44,4.3,39.6
VWR1681,Sep-2024,41-60,Male,Central,Times Now,Rahul Shivshankar,Health,Daily,Fake,7.0,7.2,3,0,-0.3,3.6,43.7
VWR1682,Jun-2022,26-40,Female,East,NDTV,Ravish Kumar,Economy,Weekly,Fake,5.8,4.0,3,0,-0.22,5.5,49.4
VWR1683,Apr-2024,26-40,Female,East,News18,Amish Devgan,Health,Weekly,Fake,6.6,8.0,3,0,-0.9,4.4,42.4
VWR1684,Oct-2022,41-60,Male,North,Zee News/WION,Palki Sharma,Economy,Daily,Authentic,5.9,4.8,1,5,3.86,7.6,100.0
VWR1685,Dec-2024,26-40,Female,North,Republic TV,Arnab Goswami,Crime,Occasional,Authentic,9.3,9.6,1,3,0.94,4.9,73.0
VWR1686,Feb-2024,18-25,Female,North,Zee News/WION,Palki Sharma,Health,Occasional,Authentic,6.6,4.7,1,9,5.0,7.5,76.6
VWR1687,Jun-2024,60+,Female,North,NDTV,Ravish Kumar,Health,Occasional,Fake,6.2,2.3,4,1,-0.05,7.5,41.6
VWR1688,Oct-2023,18-25,Male,North,Times Now,Navika Kumar,Health,Daily,Fake,7.0,7.0,5,0,-2.31,5.3,35.0
VWR1689,May-2022,41-60,Male,South,News18,Amish Devgan,Crime,Daily,Fake,7.2,9.0,9,0,-5.0,1.4,31.3
VWR1690,Feb-2022,41-60,Female,South,Zee News/WION,Palki Sharma,Crime,Weekly,Fake,6.8,4.3,5,0,-2.44,5.7,31.4
VWR1691,Sep-2024,60+,Female,South,Aaj Tak,Anjana Om Kashyap,Health,Daily,Fake,8.9,8.2,5,1,-2.43,4.1,37.6
VWR1692,Apr-2023,18-25,Male,North,Times Now,Navika Kumar,Politics,Daily,Authentic,6.8,6.1,1,9,3.36,8.7,90.5
VWR1693,Jul-2022,26-40,Male,North,Times Now,Rahul Shivshankar,Health,Daily,Fake,7.6,7.8,3,1,-1.06,5.0,55.8
VWR1694,Sep-2023,26-40,Female,East,Republic TV,Arnab Goswami,Economy,Weekly,Authentic,9.4,9.9,0,7,4.33,5.6,85.1
VWR1695,Nov-2024,26-40,Male,East,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,7.5,7.1,0,9,5.0,8.8,93.2
VWR1696,Oct-2025,18-25,Female,South,Republic TV,Arnab Goswami,Health,Daily,Authentic,8.2,8.8,1,5,2.13,5.8,67.0
VWR1697,Oct-2023,26-40,Female,East,Republic TV,Arnab Goswami,Health,Daily,Fake,9.3,9.6,7,0,-3.82,1.1,40.6
VWR1698,Dec-2025,26-40,Female,West,Republic TV,Arnab Goswami,Health,Weekly,Misleading,10.0,8.2,3,3,0.49,5.4,47.5
VWR1699,Oct-2023,18-25,Male,South,NDTV,Ravish Kumar,Crime,Weekly,Misleading,5.6,3.6,4,2,0.5,5.2,54.7
VWR1700,Jun-2022,41-60,Male,East,Times Now,Navika Kumar,Economy,Daily,Fake,6.8,7.5,6,1,-2.74,5.0,58.7
VWR1701,Sep-2024,41-60,Male,Central,NDTV,Ravish Kumar,Crime,Occasional,Authentic,6.0,2.5,0,7,5.0,9.0,86.6
VWR1702,Mar-2025,41-60,Female,West,Times Now,Rahul Shivshankar,Politics,Daily,Misleading,7.7,6.0,4,1,-0.71,5.3,41.3
VWR1703,Jul-2025,60+,Female,South,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Authentic,9.3,10.0,1,8,3.79,7.0,88.1
